,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
5652,Stairway To Heaven - 2007 Remastered Version Live Version From The Song Remains The Same,['Led Zeppelin'],spotify:track:0if9el1gAypHIJ2S7zGUQP,0.534,0.796,2.0,-9.721,1.0,0.105,0.242,0.0,0.098,0.946,79.342,224133.0,4.0
5653,Would?,['Alice In Chains'],spotify:track:28kObNFRLVjnB0sw4K4W8I,0.439,0.891,0.0,-4.764,1.0,0.057,0.0122,0.0,0.547,0.695,148.599,168000.0,4.0
5654,Just Like Heaven,['The Cure'],spotify:track:3mVY5k342myCISsWfnKD41,0.336,0.318,0.0,-11.412,1.0,0.0263,0.317,0.0716,0.111,0.24,79.66,459094.0,4.0
5655,Mystery Achievement,['Pretenders'],spotify:track:76QP5fjvzA0rbrGILJyyQN,0.577,0.807,2.0,-9.281,1.0,0.0449,0.00233,0.000257,0.0755,0.891,114.921,205000.0,4.0
5656,It's Easy,['Boston'],spotify:track:0xwQD6xJYa5lbsJ8B3rtoK,0.543,0.256,2.0,-11.573,1.0,0.0343,0.854,0.0,0.149,0.635,134.257,147960.0,3.0
5657,Sugar Mountain,['Neil Young'],spotify:track:297C4FiD23BA7WHoX3Yr9Z,0.588,0.656,3.0,-6.373,1.0,0.0224,0.378,0.00227,0.042,0.746,79.701,212933.0,4.0
5658,Hair of the Dog,['Nazareth'],spotify:track:2OUd03ZVU4iNMhuMUIXiny,0.393,0.658,9.0,-6.474,1.0,0.0331,0.281,2.4e-05,0.0642,0.458,174.867,274227.0,4.0
5659,Look Mama,['Howard Jones'],spotify:track:4iwYsKGhCURR8tLrwmr38v,0.645,0.916,2.0,-6.277,1.0,0.0576,0.158,0.128,0.601,0.873,117.466,260133.0,4.0
5660,Try A Little Tenderness,['Three Dog Night'],spotify:track:1xKrmk59JTLhiTmp6RJDSJ,0.539,0.836,8.0,-6.903,0.0,0.0322,0.00279,0.062,0.181,0.647,133.468,335613.0,4.0
5661,Bitter Sweet Symphony,['The Verve'],spotify:track:1WYEDcS7WGjv0rG7rmMX3o,0.694,0.394,0.0,-15.881,1.0,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747.0,4.0
5662,Help! - Remastered 2009,['The Beatles'],spotify:track:7DD7eSuYSC5xk2ArU62esN,0.342,0.615,4.0,-9.295,0.0,0.0361,0.4,0.119,0.0728,0.652,99.268,317253.0,4.0
5663,She Sells Sanctuary,['The Cult'],spotify:track:66glXjjFvlS5r1gDUK4ugq,0.361,0.728,6.0,-8.519,1.0,0.0368,0.000291,0.000112,0.0701,0.155,105.768,318000.0,4.0
5664,Hungry Heart,['Bruce Springsteen'],spotify:track:1KsI8NEeAna8ZIdojI3FiT,0.38,0.534,4.0,-10.991,0.0,0.0274,0.323,0.0,0.153,0.229,77.333,344200.0,4.0
5665,Kryptonite,['3 Doors Down'],spotify:track:3bbUkaQYGQHkx1TJi7gPSL,0.725,0.517,9.0,-11.6,1.0,0.0283,0.391,0.0214,0.0744,0.768,116.275,249160.0,4.0
5666,Cult of Personality,['Living Colour'],spotify:track:5F7MooWQ4UnGXdr6DtNVd5,0.678,0.854,4.0,-10.678,1.0,0.0349,0.0932,0.0,0.109,0.962,129.638,223800.0,4.0
5667,Share The Land,['The Guess Who'],spotify:track:5I6uV9CVKf5PP6qM0ENZqy,0.413,0.85,2.0,-5.593,1.0,0.0362,0.00228,0.0,0.124,0.481,174.423,258907.0,4.0
5668,Born in the U.S.A.,['Bruce Springsteen'],spotify:track:0dOg1ySSI7NkpAe89Zo0b9,0.291,0.79,11.0,-5.683,0.0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,289907.0,3.0
5669,Just Like Paradise,['David Lee Roth'],spotify:track:13wQ3arfFztwlASWhx6RBg,0.423,0.305,7.0,-15.398,0.0,0.0303,0.836,0.000475,0.205,0.487,160.277,197907.0,4.0
5670,The Boys Are Back In Town,['Thin Lizzy'],spotify:track:4QEbXYWpDDWHzXNINdZlzW,0.672,0.841,9.0,-5.992,0.0,0.0285,0.0767,0.0,0.135,0.82,125.437,267733.0,4.0
5671,Sabbath Bloody Sabbath,['Black Sabbath'],spotify:track:17w2HRNbs1mAJPpi9kSU1e,0.801,0.561,11.0,-10.521,1.0,0.0304,0.222,0.000755,0.147,0.835,120.55,276160.0,4.0
5672,Wise Man,['Uriah Heep'],spotify:track:1EfuxKd7l9qz56PZ5mEoxs,0.506,0.373,0.0,-9.473,1.0,0.0347,0.495,3.72e-05,0.324,0.195,121.268,362400.0,4.0
5673,Substitute - Single Version,['The Who'],spotify:track:2CDFtRVbjL1IjCCgIuUQYN,0.784,0.32,9.0,-17.4,0.0,0.0435,0.41,0.000703,0.0368,0.876,122.279,222493.0,4.0
5674,"Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm - 2008 Remaster",['Yes'],spotify:track:3PQWdLxl8mzu5Ukt7rxHuv,0.686,0.607,7.0,-8.964,1.0,0.0368,0.000194,0.0,0.0621,0.436,123.258,255512.0,4.0
5675,Little Dreamer,['Van Halen'],spotify:track:1sawcLOEaUJ2yGi8T10vNo,0.417,0.913,7.0,-6.049,0.0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591,310400.0,4.0
5676,Paradox,['Kansas'],spotify:track:3aBmJTZu5qHBKGORCq0V5K,0.531,0.909,11.0,-4.236,1.0,0.034,0.0175,0.0,0.231,0.814,97.546,178000.0,4.0
5677,Big Balls,['AC/DC'],spotify:track:2KmSnPWWCIsEomVsKnbE1a,0.721,0.898,11.0,-3.701,0.0,0.0996,0.0962,0.0,0.0675,0.964,143.412,188107.0,4.0
5678,Ice Cream Man,['Van Halen'],spotify:track:21DY95zGkJDntDw2fMH86y,0.452,0.893,5.0,-5.033,1.0,0.0591,0.245,0.0196,0.445,0.506,130.463,314840.0,4.0
5679,Stone in Love,['Journey'],spotify:track:4cgSBnNzOo9rhwzUczB7HI,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,223840.0,4.0
5680,Run-Around,['Blues Traveler'],spotify:track:3y8rEUEUdmAcPCpPoLotnO,0.575,0.746,4.0,-5.393,1.0,0.0326,0.00875,0.0,0.768,0.607,109.789,216640.0,4.0
5681,Beds Are Burning - Remastered,['Midnight Oil'],spotify:track:6Nabz5Gsy80XL0MJoOmgF8,0.799,0.608,5.0,-8.193,1.0,0.0411,0.0811,0.0137,0.102,0.963,121.915,223253.0,4.0
5682,With A Little Luck - Remastered 1993,['Wings'],spotify:track:3OBDZuVwTajsr1LxRwaPOo,0.501,0.813,11.0,-8.192,1.0,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,138707.0,4.0
5683,I Want It All - Remastered 2011,['Queen'],spotify:track:2htmMitogin6NMGABye6YG,0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533.0,4.0
5684,Turn Me Loose,['Loverboy'],spotify:track:2Z81PDDYNMTxZKiU2XIuFx,0.38,0.643,0.0,-8.304,1.0,0.0287,4.86e-05,2.67e-05,0.244,0.297,113.674,264360.0,4.0
5685,Empty Pages - Remastered 2010,['Traffic'],spotify:track:4UhB17vQsTP0qM9grc4ZUi,0.465,0.865,11.0,-9.573,0.0,0.098,0.018,0.00135,0.0769,0.677,117.528,237893.0,4.0
5686,Alison,['Elvis Costello'],spotify:track:1v98rfd0an913AzHvMNG8a,0.74,0.54,9.0,-14.016,1.0,0.0859,0.693,0.0,0.284,0.82,102.667,197373.0,4.0
5687,There's No Way Out of Here,['David Gilmour'],spotify:track:1DkQMumDKBy6wj8QyaVGbx,0.478,0.896,9.0,-4.83,0.0,0.0726,0.018,2.12e-05,0.107,0.567,152.316,232933.0,4.0
5688,Trilogy: Lovin' Me / To Make a Woman Feel Wanted / Peace of Mind,['Loggins & Messina'],spotify:track:1hEVEg9uzIK6RAXziIzSTx,0.497,0.849,9.0,-5.352,1.0,0.0612,0.00985,0.0,0.106,0.72,169.937,261532.0,4.0
5689,Lowdown,['Boz Scaggs'],spotify:track:3rTtUvJpeZxgBPLyd5O0xN,0.36,0.905,4.0,-3.808,0.0,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,267973.0,4.0
5690,The Song Remains the Same - Remaster,['Led Zeppelin'],spotify:track:2e61kmae4HhbuS9hYONQ0A,0.667,0.548,9.0,-7.802,1.0,0.0262,0.744,0.0122,0.0946,0.29,112.549,286880.0,4.0
5691,Like a Hurricane,"['Neil Young', 'Crazy Horse']",spotify:track:7li50WNrVwtaQPdn7DbX7s,0.409,0.833,4.0,-9.994,0.0,0.0397,0.292,0.158,0.161,0.428,132.233,253267.0,4.0
5692,Love Hurts,['Nazareth'],spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,0.457,0.395,0.0,-14.351,0.0,0.0376,0.288,0.0,0.276,0.528,139.466,169467.0,4.0
5693,Walk Away,['James Gang'],spotify:track:54RLvLY1ax4Tf4hOPkIB24,0.676,0.703,1.0,-9.269,1.0,0.0404,0.0943,0.0,0.143,0.852,125.262,169787.0,4.0
5694,Surrender,['Cheap Trick'],spotify:track:4vtraETxj6q2K58am1KLrT,0.772,0.679,9.0,-10.47,1.0,0.0421,0.473,0.0215,0.165,0.886,123.597,381107.0,4.0
5695,Remember (Walking In The Sand),['Aerosmith'],spotify:track:4AFHB8laVETw8ruPZscDbe,0.373,0.447,2.0,-13.646,1.0,0.0289,0.119,0.000243,0.115,0.516,102.855,331867.0,4.0
5696,Waiting for the Sun,['The Doors'],spotify:track:6KVM6U9Wcxgjh0jDjoRDgh,0.449,0.493,4.0,-10.828,0.0,0.0376,0.018,0.0,0.16,0.558,157.944,231173.0,3.0
5697,Don't You Want Me - 2002 - Remaster,['The Human League'],spotify:track:5lmYpa6EaVAKAlwxMf7q5c,0.276,0.579,0.0,-6.553,1.0,0.0353,0.287,2.08e-06,0.0908,0.62,200.648,235000.0,3.0
5698,Sister Christian,['Night Ranger'],spotify:track:2eTAQgPEj94IKzBfKFnESm,0.419,0.713,5.0,-7.533,1.0,0.0294,0.227,0.0012,0.198,0.323,76.939,308307.0,4.0
5699,Just a Gigolo / I Ain't Got Nobody - 45 Version,['David Lee Roth'],spotify:track:0QcIphdyZIVgFvW7ijEiPX,0.731,0.732,10.0,-7.482,0.0,0.0526,0.0197,1.05e-05,0.0786,0.548,134.812,303000.0,4.0
5700,Don't Misunderstand Me,['Rossington Collins Band'],spotify:track:7uODrkf1XnlIGMyUSCLbLU,0.653,0.792,2.0,-4.635,1.0,0.0286,0.0789,0.000278,0.0747,0.694,86.438,207507.0,4.0
5701,Child Of Vision,['Supertramp'],spotify:track:6pfaKdzIK1L9KdrUM2ZYGI,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915,306440.0,4.0
5702,Walk On the Water,['City Boy'],spotify:track:5T2QsvoUQp5hB9YrQSmiA9,0.415,0.256,3.0,-19.376,1.0,0.0305,0.189,0.0,0.151,0.634,82.124,176800.0,4.0
5703,All The Small Things,['blink-182'],spotify:track:7yCPwWs66K8Ba5lFuU2bcx,0.63,0.863,4.0,-12.141,1.0,0.0459,0.433,0.89,0.0616,0.975,132.816,231400.0,4.0
5704,The Rain Song - Remaster,['Led Zeppelin'],spotify:track:3JLrri1xSCui3bzITDJbkk,0.636,0.939,9.0,-5.551,1.0,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,295133.0,4.0
5705,Keep Your Hands to Yourself,['The Georgia Satellites'],spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373.0,4.0
5706,Time In A Bottle,['Jim Croce'],spotify:track:1pmYAWY7Kwaj84U3xZxLML,0.804,0.934,9.0,-7.052,1.0,0.036,0.0823,0.159,0.0592,0.966,132.947,221973.0,4.0
5707,Woman - Remastered 2010,['John Lennon'],spotify:track:0GGxVTb0UwDwdaKNjBdCn3,0.574,0.885,9.0,-8.482,1.0,0.0311,0.00389,0.0232,0.278,0.858,123.872,156133.0,4.0
5708,Spread Your Wings - Remastered 2011,['Queen'],spotify:track:6hvFXQ9Kmsabx520Xlu5rK,0.669,0.673,7.0,-9.754,1.0,0.0248,0.203,0.0271,0.164,0.867,132.68,381999.0,4.0
5709,Once in a Lifetime - 2003 Remaster,['Talking Heads'],spotify:track:2WM63pILSg6VzgCnu0OU6K,0.595,0.871,0.0,-7.974,1.0,0.0347,0.272,0.0606,0.527,0.408,126.178,255333.0,4.0
5710,New Year's Day - Remastered 2008,['U2'],spotify:track:7tydkPAN6EeQxC0gNtGWB2,0.341,0.213,4.0,-17.736,0.0,0.0314,0.826,0.0485,0.183,0.233,147.115,186973.0,4.0
5711,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",['Pink Floyd'],spotify:track:3fuXKiEzDCs1IBnLHQ5CL0,0.565,0.782,9.0,-9.173,0.0,0.0295,0.247,0.827,0.611,0.867,98.672,241267.0,4.0
5712,Whipping Post,['Allman Brothers Band'],spotify:track:5EhzBS4bqhJxSejTsceUwc,0.49,0.757,4.0,-6.932,1.0,0.0515,0.0323,0.00235,0.0987,0.537,132.543,252933.0,4.0
5713,Black Hole Sun,['Soundgarden'],spotify:track:1f5s5i721OcbLH8XdSac14,0.41,0.798,11.0,-8.181,1.0,0.0582,0.222,6.06e-06,0.227,0.705,184.474,221760.0,4.0
5714,Black,['Pearl Jam'],spotify:track:2iPpOfObkNBlmWGNhRAvvU,0.839,0.659,9.0,-8.577,0.0,0.064,0.294,0.0194,0.0353,0.864,141.934,179067.0,4.0
5715,Valerie,['Steve Winwood'],spotify:track:52PVbifZOOZpwDf2vWKcHE,0.458,0.831,2.0,-5.439,1.0,0.0485,0.0274,0.0212,0.22,0.61,131.104,239333.0,4.0
5716,Keep Playin' That Rock 'n' Roll,"[""Edgar Winter's White Trash""]",spotify:track:6xyA3dyXzbyme6pDyuG8zG,0.887,0.48,11.0,-11.994,1.0,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200.0,4.0
5717,Wonderwall,['Oasis'],spotify:track:5bj4hb0QYTs44PDiwbI5CS,0.702,0.71,4.0,-5.251,0.0,0.0323,0.233,0.01,0.0817,0.789,87.701,265147.0,4.0
5718,Iris,['The Goo Goo Dolls'],spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,0.753,0.716,5.0,-11.656,1.0,0.0425,0.192,0.0861,0.0677,0.807,112.336,255400.0,4.0
5719,Landslide - 2004 Remaster,['Fleetwood Mac'],spotify:track:73MF3HwpA14jetxegwQMxK,0.492,0.79,2.0,-10.033,1.0,0.0493,0.332,0.0,0.113,0.857,78.853,181840.0,4.0
5720,Losing My Religion,['R.E.M.'],spotify:track:74EV0g12ihUoOUXMprFpZB,0.531,0.889,0.0,-5.815,1.0,0.102,0.16,0.000367,0.0598,0.672,149.929,241933.0,4.0
5721,Ain't Even Done With The Night,['John Mellencamp'],spotify:track:7CN7AfQnKOpGHivXhk8vwT,0.526,0.905,0.0,-8.81,1.0,0.0392,0.0106,0.0191,0.373,0.941,116.454,233093.0,4.0
5722,New York State of Mind,['Billy Joel'],spotify:track:6yjKlmm7vOszkXEUku1EM1,0.649,0.335,7.0,-14.565,1.0,0.0548,0.305,0.00101,0.0507,0.606,81.198,302533.0,4.0
5723,Green Flower Street,['Donald Fagen'],spotify:track:34fWcazka5WAgvsPg1ZKXU,0.581,0.804,9.0,-8.093,1.0,0.0361,0.00105,0.000289,0.05,0.418,110.022,226133.0,4.0
5724,Lithium,['Nirvana'],spotify:track:1XFjh9dU020bEzMCWEhor2,0.48,0.776,2.0,-5.65,1.0,0.0432,0.334,0.000217,0.133,0.95,171.135,313027.0,4.0
5725,Plush,['Stone Temple Pilots'],spotify:track:2TAQ9YGehOKWDqDak5DuXc,0.479,0.684,6.0,-14.152,1.0,0.0409,0.0101,0.00773,0.059,0.814,120.799,216933.0,4.0
5726,When I Come Around,['Green Day'],spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,0.888,0.741,10.0,-10.063,0.0,0.0535,0.22,0.058,0.0849,0.641,106.916,296333.0,4.0
5727,Pretty Fly (For A White Guy),['The Offspring'],spotify:track:2pV1ZQEH9fieG0kLstdrtC,0.427,0.929,3.0,-5.981,1.0,0.0723,0.00291,0.0043,0.0665,0.643,151.898,187027.0,4.0
5728,Pinball Wizard,['Elton John'],spotify:track:4bJy6DyKSba1wqGFUlRhQ3,0.822,0.319,9.0,-14.451,1.0,0.047,0.0721,2.1e-05,0.148,0.72,104.047,255040.0,4.0
5729,How You Remind Me,['Nickelback'],spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0.705,0.936,8.0,-3.111,1.0,0.0502,0.0437,0.000113,0.309,0.659,125.553,211627.0,4.0
5730,She Hates Me,['Puddle Of Mudd'],spotify:track:1uwTmwkjv7wFImfzegvdI6,0.449,0.52,7.0,-8.613,0.0,0.0428,0.22,9.2e-05,0.289,0.344,115.023,408293.0,4.0
5731,My Best Friend's Girl,['The Cars'],spotify:track:1SRkKyJ2JjMZgyDWC30zKv,0.543,0.469,10.0,-10.849,1.0,0.029,0.291,0.008,0.112,0.803,84.75,239440.0,4.0
5732,Cherry Bomb,['The Runaways'],spotify:track:2moVYeVUZ6pz04l9QYYaqw,0.821,0.939,9.0,-7.963,0.0,0.0492,0.0258,7.58e-06,0.317,0.753,126.736,356413.0,4.0
5733,Basket Case,['Green Day'],spotify:track:6L89mwZXSOwYl76YXfX13s,0.706,0.814,1.0,-5.405,1.0,0.0569,0.0159,0.0,0.262,0.778,125.472,217693.0,4.0
5734,Misery,['Soul Asylum'],spotify:track:1uGht4m9AVY641N2DzoPpi,0.653,0.865,0.0,-5.501,1.0,0.0251,0.0868,1.59e-05,0.168,0.897,105.577,259040.0,4.0
5735,Black Betty,['Ram Jam'],spotify:track:2ZOTtG7v1OrSNs6EINIGb4,0.456,0.498,7.0,-11.014,1.0,0.0304,0.283,1.39e-06,0.168,0.304,124.815,256960.0,4.0
5736,Alta Mira,['The Edgar Winter Group'],spotify:track:5IMKUqcjzYxOFEXqnJNBiE,0.585,0.829,7.0,-4.289,1.0,0.0325,0.0508,0.00144,0.126,0.365,98.068,269467.0,4.0
5737,Runaway,['Bon Jovi'],spotify:track:4lhd8uthpRxcQ3Wsccu5be,0.332,0.569,4.0,-7.426,1.0,0.0393,0.146,0.000342,0.202,0.236,72.41,306333.0,4.0
5738,Pour Some Sugar On Me (2012),['Def Leppard'],spotify:track:0LN0ASTtcGIbNTnjSHG6eO,0.836,0.876,6.0,-5.294,0.0,0.0906,0.00714,0.00251,0.124,0.832,100.313,249467.0,4.0
5739,Times Like These,['Foo Fighters'],spotify:track:4xanWVQIzdCf51mg8cd1cQ,0.551,0.628,2.0,-13.799,1.0,0.036,0.0336,0.000194,0.151,0.777,142.167,212893.0,4.0
5740,Wicked Game,['Chris Isaak'],spotify:track:390AWnOn2rfe9FzQjYmxIH,0.441,0.682,11.0,-10.078,0.0,0.0427,0.2,5.49e-05,0.0798,0.732,167.759,270933.0,4.0
5741,Mind Games - Remastered 2010,['John Lennon'],spotify:track:3QmUhaY5KZiOuaUH8H71LG,0.513,0.694,1.0,-11.778,1.0,0.0302,0.496,0.00128,0.164,0.962,90.179,287040.0,4.0
5742,A Girl Like You,['The Young Rascals'],spotify:track:54N8FRJBpTvW1OXzUQduW0,0.421,0.677,4.0,-6.183,1.0,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587.0,4.0
5743,You're Sixteen (You’re Beautiful And You’re Mine),['Ringo Starr'],spotify:track:24IHwt3oO37js9tC48hWMr,0.315,0.534,9.0,-7.552,0.0,0.031,0.000825,0.108,0.101,0.283,116.891,269720.0,3.0
5744,New Frontier,['Donald Fagen'],spotify:track:2HyrLPJTZ4qDpWJ6qnu0Ke,0.855,0.468,0.0,-11.501,1.0,0.13,0.424,0.0105,0.0494,0.85,107.87,164560.0,4.0
5745,Fooling Yourself (The Angry Young Man),['Styx'],spotify:track:7apWQJSE3gJB55Dp8bXTW9,0.325,0.674,11.0,-14.169,0.0,0.0397,0.00608,0.172,0.917,0.696,83.18,460760.0,4.0
5746,Hold On,['Kansas'],spotify:track:1TdOEH6r0TM77PVthZn65m,0.665,0.888,7.0,-4.433,1.0,0.0552,0.0695,0.00147,0.104,0.951,144.339,207507.0,4.0
5747,Tell It Like It Is,['Heart'],spotify:track:6e8gz4dofdA308hILBvV73,0.81,0.511,0.0,-6.454,1.0,0.0409,0.0778,0.000226,0.0714,0.858,113.153,265678.0,4.0
5748,Take The Long Way Home,['Supertramp'],spotify:track:7IE6AQgkLT2e0N7gmoAOYE,0.524,0.906,7.0,-4.301,1.0,0.0963,0.037,3.64e-05,0.309,0.605,123.1,266267.0,4.0
5749,Mony Mony,['Billy Idol'],spotify:track:5LMItiT7XVnKG1TFOIxBNj,0.33,0.342,11.0,-14.09,1.0,0.0404,0.734,0.671,0.129,0.0795,142.95,422518.0,4.0
5750,Winning,['Santana'],spotify:track:66adZ3CEyYsBgjdsnaxSCw,0.219,0.928,11.0,-9.997,0.0,0.0697,0.001,2.43e-06,0.341,0.446,197.462,185133.0,4.0
5751,Zombie,['The Cranberries'],spotify:track:7EZC6E7UjZe63f1jRmkWxt,0.428,0.688,8.0,-9.718,1.0,0.0359,0.0295,0.0077,0.0907,0.745,126.823,219400.0,4.0
5752,Crazy Love,['Poco'],spotify:track:4l6uTQ4A2eWZrOzjgm1bey,0.647,0.805,4.0,-6.269,0.0,0.0279,0.00789,0.00211,0.168,0.707,114.638,200667.0,4.0
5753,Boogie with Stu - 1993 Remaster,['Led Zeppelin'],spotify:track:28PMkoSk7yRzC5u8ujbWmZ,0.677,0.116,0.0,-15.703,1.0,0.0412,0.909,2.59e-05,0.0756,0.68,85.1,212080.0,4.0
5754,Roam,"[""The B-52's""]",spotify:track:5fqcIHU6DhQtFKVO5XSdQs,0.521,0.673,8.0,-8.685,1.0,0.0284,0.00573,0.0,0.12,0.543,108.031,225947.0,4.0
5755,If You Leave Me Now,['Chicago'],spotify:track:1aGmLnNT1uOfqkDZTJ4cWf,0.799,0.783,11.0,-7.703,0.0,0.0847,0.0519,0.0213,0.127,0.918,97.207,247587.0,4.0
5756,Life During Wartime - 2003 Remaster,['Talking Heads'],spotify:track:3JLnGkvxjqK0JliZsRT3Qt,0.538,0.48,7.0,-9.863,1.0,0.0268,0.204,0.0462,0.0955,0.834,171.773,187280.0,4.0
5757,Candy-O,['The Cars'],spotify:track:6tVcoaFJVBmHWctf8qC8pK,0.613,0.476,0.0,-9.648,1.0,0.0321,0.0448,0.0,0.0608,0.644,84.938,295000.0,4.0
5758,Lyin' Eyes - 2013 Remaster,['Eagles'],spotify:track:0i74VE2iKY9ynQaBPzkzAm,0.491,0.825,0.0,-5.503,1.0,0.0434,0.000777,0.02,0.107,0.925,171.658,191587.0,4.0
5759,Find Your Way Back,['Jefferson Starship'],spotify:track:2s9ppM7YPDiqic8aTJIFno,0.574,0.853,2.0,-9.157,1.0,0.0763,0.531,0.581,0.543,0.755,126.313,207307.0,4.0
5760,El Condor Pasa (If I Could),['Simon & Garfunkel'],spotify:track:5xEMl2CTbhPFE7N2ESXh9e,0.417,0.849,1.0,-4.199,0.0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,171693.0,4.0
5761,The Fez,['Steely Dan'],spotify:track:1FLQYGTaDYzGjpP9c82Q1G,0.214,0.947,4.0,-5.053,1.0,0.0507,0.000552,0.00352,0.238,0.483,170.616,193613.0,4.0
5762,Now I'm Here - Remastered 2011,['Queen'],spotify:track:0P7YJ9fxIOM0Rq4pZ2qU42,0.504,0.761,10.0,-5.446,1.0,0.0437,0.00628,0.0,0.0892,0.884,117.999,231693.0,4.0
5763,Godzilla,['Blue Öyster Cult'],spotify:track:7di8ToervYD0T8PY9cU3jq,0.683,0.9,7.0,-7.506,1.0,0.105,0.0146,0.0706,0.296,0.616,103.625,213293.0,4.0
5764,Spirits In The Material World - Remastered 2003,['The Police'],spotify:track:4AMlNIOfExpjVbuHufpqgb,0.7,0.675,9.0,-10.956,1.0,0.241,0.578,0.0,0.0397,0.608,115.925,377573.0,4.0
5765,Even The Losers,['Tom Petty and the Heartbreakers'],spotify:track:1bms9tDuoxEDeqxyvFnP6z,0.444,0.85,6.0,-3.888,1.0,0.0363,0.00197,2e-06,0.198,0.337,143.973,255667.0,4.0
5766,Faith - Remastered,['George Michael'],spotify:track:0HEmnAUT8PHznIAAmVXqFJ,0.568,0.273,9.0,-17.574,1.0,0.0403,0.461,9.15e-06,0.97,0.745,97.578,443733.0,4.0
5767,That's All - Platinum Collection Version,['Genesis'],spotify:track:3DDNT4gjsx3RF7jsEf03FH,0.505,0.943,7.0,-4.88,1.0,0.0737,0.142,0.0166,0.0788,0.64,94.534,356173.0,4.0
5768,New Song - 2008 Remastered Version,['Howard Jones'],spotify:track:0nMqXnAGyYiRI1lKrVYTH9,0.696,0.419,4.0,-7.289,1.0,0.0419,0.245,0.0,0.0785,0.487,83.653,208067.0,4.0
5769,Goodbye Girl,['Squeeze'],spotify:track:2S0opTJclKvJHmiqhjgfnb,0.754,0.366,8.0,-10.07,1.0,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440.0,4.0
5770,Big Shot,['Billy Joel'],spotify:track:1ClUzK9Ma1dODRS1WfMDfI,0.304,0.645,5.0,-10.6,1.0,0.0491,0.217,1.01e-05,0.132,0.492,197.798,180147.0,3.0
5771,Little Miss Can't Be Wrong,['Spin Doctors'],spotify:track:4mFIxFJg3Di1OIyVs7mcYh,0.617,0.257,7.0,-13.03,1.0,0.031,0.859,0.00157,0.683,0.405,105.507,130520.0,3.0
5772,Caravan,['Van Morrison'],spotify:track:5d36HuQ3gLE0lVdmLEL3xY,0.468,0.64,0.0,-5.862,1.0,0.0275,0.154,0.0,0.154,0.499,79.297,259933.0,4.0
5773,Elevation,['U2'],spotify:track:0RHPoliIwT6ddbPugZNitX,0.585,0.486,4.0,-6.815,1.0,0.0296,0.0676,0.000103,0.214,0.311,160.064,329067.0,4.0
5774,Honky Cat,['Elton John'],spotify:track:1plcM0XlbKdjND7Ufokuzb,0.495,0.609,7.0,-9.902,1.0,0.0339,0.42,0.0,0.187,0.33,135.671,257440.0,4.0
5775,Blood And Roses,['The Smithereens'],spotify:track:1Oo2c7AkswvVkO0ZDTiOZs,0.291,0.223,3.0,-17.956,1.0,0.046,0.833,2.82e-05,0.954,0.418,176.235,162173.0,4.0
5776,Boogie On Reggae Woman,['Stevie Wonder'],spotify:track:7wOKVOhqghB6rCyaPWVegJ,0.639,0.421,1.0,-8.881,0.0,0.0319,0.309,0.00152,0.0918,0.574,142.628,261093.0,4.0
5777,Think I'm In Love,['Eddie Money'],spotify:track:7pGo3lr0Zw2aBdwxR87Nyg,0.559,0.603,9.0,-4.594,1.0,0.0275,0.208,3.71e-05,0.105,0.104,104.005,265507.0,4.0
5778,Jack & Diane,['John Mellencamp'],spotify:track:2EW6o93S7dEGTlZNEFmHr9,0.507,0.493,0.0,-8.786,1.0,0.0327,0.453,0.0,0.241,0.467,127.671,213267.0,4.0
5779,Sweet Dreams (Are Made of This),"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",spotify:track:2CVqF1sLhwut4NiZxzNUnC,0.546,0.431,0.0,-8.758,0.0,0.0242,0.282,0.0,0.0719,0.0712,102.22,294053.0,4.0
5780,Hide In Your Shell,['Supertramp'],spotify:track:6ZTdarLuzhnyaNyhlbuT4h,0.451,0.402,7.0,-12.135,1.0,0.0297,0.365,0.000746,0.076,0.244,100.411,341667.0,4.0
